,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
265,GDI,0.71%,February17,1,Industrial Goods,7700000000.0,-0.17225790093652904,0.08182865189220527,-0.0009570156820700504,-4.372913899715058e-05,0.006616456984889025,3-Hold ,BUY,,B,"Gardner Denver Holdings, Inc.",Diversified Machinery,USA,57.82,36.83,2219994.0,Today After Market EPS,-2.92,-5.16,135.4,454.6,24.75,4.2,18.95,22.88,3.01,,4.0,2.5,0.89,,Feb 17/a,37.3,0.89,14.1,8.9,1.6,5.0,13.0,7.9,1040000.0,133259999.99999999,6.46,0.33,0.0,54.77,8.92,209130000.0,8.32,25.1,6.75,10.34,-0.7,0.41,45.23,2.5,2.14,2.48,2.35,-5.27,46.73,0.9,,0.27,53.61,2.1,11.64,3.02,-2.18,0.71,0
266,JELD,-11.32%,February17,1,Industrial Goods,2510000000.0,0.0005205609138231791,0.0007847993963098688,0.002906864949181909,0.07563911231281964,0.11891228068001825,2-Buy ,BUY,,C,"JELD-WEN Holding, Inc.",General Building Materials,USA,29.58,25.26,1218938.0,Tomorrow Before Market EPS,12.35,33.8,23.1,32.2,15.6,3.26,19.66,61.79,0.58,2.4,4.7,1.6,1.94,,Feb 18/b,20.9,1.85,4.4,1.6,0.9,2.1,9.1,8.0,642110.0,66360000.0,3.96,0.2,-4.4,94.4,-3.25,99560000.0,4.09,48.85,2.93,17.43,4.99,7.9,38.56,2.4,1.9,3.0,2.47,-6.43,64.77,0.71,,-0.24,55.94,1.29,21.45,4.11,1.28,-11.32,0
267,LDOS,10.22%,February17,1,Technology,16010000000.000002,0.3027888237307447,0.0006037468920112588,0.004785820735638221,0.012150074027643615,0.02498771943395696,2-Buy ,BUY,,A,"Leidos Holdings, Inc.",Information Technology Services,USA,24.81,112.81,1148229.0,Tomorrow Before Market EPS,12.07,10.51,30.1,131.4,20.44,4.97,25.21,17.99,1.48,2.06,12.1,1.2,0.93,1.21,Feb 18/b,13.8,0.91,7.8,6.2,,7.3,20.4,11.1,828930.0,140850000.0,2.53,0.5,-0.07,78.4,1.13,141930000.0,4.3,36.06,10.45,26.06,2.45,15.24,80.99,2.5,1.39,1.8,1.62,-0.34,88.86,2.03,1.52,0.49,77.07,7.19,30.14,13.13,-0.74,10.22,1
268,MDT,-3.70%,February17,1,Healthcare,157320000000.0,0.3292007718539805,0.03588363812520713,0.02801725116968065,0.02876933687177222,0.04069304319131334,2-Buy ,BUY,,A,Medtronic plc,Medical Appliances & Equipment,USA,34.32,117.33,3796076.0,Tomorrow Before Market EPS,7.71,7.73,2.5,-13.1,19.44,3.11,15.13,44.83,5.09,4.45,12.4,2.8,0.51,1.84,Feb 18/b,69.6,0.49,17.6,15.1,2.3,5.2,9.3,7.0,4430000.0,1340000000.0,0.87,0.1,-19.87,84.5,-0.45,1340000000.0,2.63,15.31,0.0,7.63,-1.36,3.42,28.61,2.0,0.86,1.58,1.84,-3.94,41.75,1.99,0.56,0.02,47.28,-1.42,10.89,1.11,0.41,-3.7,0
269,MSC,4.31%,February17,1,Services,1500000000.0,0.1873473287560045,,0.0028724897229039925,-0.05069724287659483,-0.025369174745304444,3-Hold ,SELL,,B,Studio City International Holdings Limited,Resorts & Casinos,Hong Kong,79.62,19.03,0.0,Tomorrow Before Market EPS,,-81.35,,56.2,229.28,1.35,2.41,,2.48,,,1.7,2.09,,Feb 18/b,78.2,1.68,25.1,2.3,1.6,0.5,1.7,5.5,3540.0,5410000.0,0.01,19.51,0.0,22.2,-0.01,78580000.0,0.12,-5.1,-4.3,2.92,0.58,-3.65,-2.26,4.0,0.01,0.85,0.37,-10.32,28.58,0.47,,0.0,42.8,-3.61,-0.12,-3.39,0.0,4.31,1
270,NXRT,-2.08%,February17,1,Financial,1280000000.0,0.14819116863093634,0.00035142050858537127,-0.00932488745699326,0.03372970773266894,0.01868277297286541,2-Buy ,BUY,,A,"NexPoint Residential Trust, Inc.",REIT - Residential,USA,11.95,52.0,171690.0,Tomorrow Before Market EPS,5.0,-100.5,-56.9,-103.0,,2.98,62.83,,7.5,2.39,241.4,,2.76,2.4,Feb 18/b,92.6,2.76,8.6,63.0,,8.1,34.0,1.2,263720.0,22630000.0,6.65,9.61,0.0,69.5,-5.04,24650000.0,5.7,18.13,11.52,10.15,5.95,15.56,36.02,1.8,0.65,1.88,1.99,1.19,51.69,0.94,0.35,0.31,76.71,6.44,15.62,11.1,1.23,-2.08,0
271,OTTR,-0.21%,February17,1,Utilities,2160000000.0,-0.25708095114012913,3.197079543800404e-05,0.003639926343566913,0.002267587690312212,-0.06602273240484162,3-Hold ,BUY,,C,Otter Tail Corporation,Diversified Utilities,USA,27.12,54.78,65303.0,Today After Market EPS,9.0,10.73,9.3,10.6,22.78,2.88,2401.19,,2.34,3.01,4.3,0.9,0.92,2.7,Feb 17/a,53.1,0.78,13.7,8.7,0.6,3.8,10.9,8.6,104170.0,39030000.0,0.61,1.1,-0.48,54.4,0.85,39450000.0,2.28,7.64,3.89,10.04,1.54,6.8,11.55,2.5,0.63,1.33,1.12,-5.13,13.91,0.69,0.27,0.26,62.9,1.61,5.13,4.88,0.51,-0.21,0
272,RIG,-4.31%,February17,1,Basic Materials,2850000000.0,-0.29597444501996506,0.007700494434954765,-0.0001378414296292855,-0.06897020819269528,-0.03647261104548046,3-Hold ,BUY,,D,Transocean Ltd.,Oil & Gas Drilling & Exploration,Switzerland,,4.52,18080217.0,Today After Market EPS,4.8,40.5,-25.1,47.9,,0.23,,22.28,0.94,,-20.1,2.5,0.79,,Feb 17/a,32.3,0.76,-23.4,-47.5,2.2,-5.7,-11.4,-6.0,16030000.000000002,569980000.0,13.54,0.3,-0.53,74.0,-0.7,630820000.0,4.82,17.1,-26.86,-6.8,-4.84,-34.3,-47.07,2.4,1.13,5.14,5.45,-53.83,20.21,0.29,2.06,0.86,35.83,-9.36,-18.93,-20.92,-3.83,-4.31,0
273,SCI,1.58%,February17,1,Services,8890000000.0,-0.24216464131937496,-0.003697842058630028,0.00035075887869121897,-0.09672778359436053,-0.037626869731335916,3-Hold ,STRONG BUY,,B,Service Corporation International,Personal Services,USA,22.29,49.96,1302978.0,Today After Market EPS,10.35,10.48,27.7,10.7,23.69,5.13,45.66,27.01,2.78,2.15,4.6,0.6,1.99,1.44,Feb 17/a,23.5,1.95,18.2,13.0,0.6,3.2,24.2,11.6,746500.0,177330000.0,3.45,1.3,-18.59,91.7,-0.25,177950000.0,8.19,5.85,4.19,14.12,6.25,8.54,10.14,1.5,1.75,1.69,1.87,1.51,28.37,0.84,0.83,0.23,70.79,4.15,8.97,7.09,2.48,1.58,1
274,SITE,7.72%,February17,1,Industrial Goods,4370000000.0,0.6625693121560678,0.001560622208823285,0.0023533308867627056,0.003781331570886929,0.058397043664100284,3-Hold ,BUY,,A,"SiteOne Landscape Supply, Inc.",Small Tools & Accessories,USA,61.78,105.71,474872.0,Tomorrow Before Market EPS,17.95,13.12,23.8,44.4,48.47,11.35,144.13,53.91,1.9,3.44,14.4,2.4,1.55,,Feb 18/b,32.7,1.52,5.3,3.2,1.1,5.2,22.3,12.2,279110.0,40900000.0,15.72,1.0,-29.94,,-0.66,41310000.0,23.04,43.84,11.48,15.59,6.85,16.61,96.01,2.3,1.7,2.96,2.73,0.2,112.91,2.82,1.01,0.0,71.22,7.43,34.09,13.69,1.5,7.72,1
275,TLC,0.04%,February17,1,Healthcare,200220000.0,-0.2465354303758432,,0.001694298777010772,0.001694298777010772,0.001349509611502851,3-Hold ,BUY,,C,"Taiwan Liposome Company, Ltd.",Biotechnology,Taiwan,,5.4,732.0,Tomorrow Before Market EPS,,-16.9,,37.9,,22.49,,,,,,,,,Feb 18/b,,,,,,,,,3850.0,27560000.0,0.0,,,2.11,,37090000.0,0.0,6.89,-1.68,6.21,7.52,0.33,-1.86,1.6,0.19,4.06,3.62,-36.8,17.09,0.27,,3.35,52.07,0.72,0.63,1.44,-0.04,0.04,0
276,TRU,0.32%,February17,1,Services,18470000000.0,-0.01370545053837954,-0.049301424718578346,0.09524937980989176,0.07350890518760675,0.05613631397897157,2-Buy ,BUY,,A,TransUnion,Business Services,USA,56.53,98.13,2954668.0,Tomorrow Before Market EPS,14.32,13.5,28.0,6.0,31.46,9.06,64.24,38.77,7.15,3.95,14.4,1.4,1.84,0.31,Feb 18/b,66.9,1.79,22.5,14.2,1.4,5.2,18.5,7.3,909800.0,187440000.0,1.47,0.3,-31.9,,-0.32,188200000.0,3.02,21.4,7.02,17.0,3.37,14.62,54.2,2.1,3.25,1.6,1.99,0.34,68.46,1.59,0.95,0.16,74.0,4.48,21.83,9.46,0.89,0.32,0
277,UFCS,3.38%,February17,1,Financial,1160000000.0,0.14367965546833664,0.00458319456031729,0.004686787880928023,0.004686787880928023,0.002965755659261049,3-Hold ,HOLD,,D,"United Fire Group, Inc.",Property & Casualty Insurance,USA,144.87,44.91,145126.0,Tomorrow Before Market EPS,10.0,260.0,-50.6,-90.2,140.34,1.17,8.98,41.91,1.0,14.49,4.1,,0.0,2.94,Feb 18/b,,0.0,0.4,0.7,,0.3,0.9,0.3,71520.0,20740000.0,2.06,0.2,-14.49,63.3,-0.07,25940000.0,5.98,-2.33,0.63,2.49,-2.37,2.7,-16.69,3.0,2.03,2.27,2.08,-18.39,9.91,1.03,-0.13,-1.57,46.2,-1.98,-2.74,0.51,-1.96,3.38,1
278,USAC,3.08%,February17,1,Basic Materials,1570000000.0,0.2507358713607703,0.0008610049410760569,0.0011132763899392255,0.0009169706943339406,0.012437758582214324,3-Hold ,HOLD,,B,"USA Compression Partners, LP",Oil & Gas Equipment & Services,USA,,15.12,340850.0,Tomorrow Before Market EPS,-1.0,200.0,-30.7,86.5,432.0,1.18,,,2.27,,30.8,1.3,1.5,13.89,Feb 18/b,67.5,1.5,23.3,-1.3,0.8,-0.2,-0.7,2.2,279310.0,47510000.0,2.4,0.1,0.0,53.0,0.12,104030000.0,4.08,-1.82,-13.9,-12.25,-1.56,-16.65,0.8,2.6,1.22,2.19,2.42,-20.42,2.17,0.38,1.21,0.2,29.53,-6.5,-11.17,-9.34,-1.18,3.08,1
279,VG,16.32%,February17,1,Technology,2270000000.0,0.12456674063417138,0.06435235100174655,0.0037060631542165843,0.007929686413522827,0.010916839176085585,5-Strong Sell ,BUY,,C,Vonage Holdings Corp.,Diversified Communication Services,USA,,9.07,5632565.0,Tomorrow Before Market EPS,10.0,-0.57,1.1,-8.8,52.13,4.1,121.18,34.97,1.96,,4.8,0.7,0.95,,Feb 18/b,57.7,0.95,0.8,-2.1,0.7,-1.8,-4.5,4.8,3510000.0,228550000.0,6.77,4.1,-6.0,90.4,-2.06,249850000.0,4.41,-30.97,2.25,15.98,-3.3,22.4,-6.49,1.9,1.61,3.82,3.64,-34.04,29.39,0.35,0.1,-0.11,57.17,1.21,-13.77,12.63,-2.79,16.32,1
280,VMC,-4.69%,February17,1,Industrial Goods,19460000000.0,0.040426454057264236,0.031233494357106144,0.050927929767971766,0.08065165633797733,0.02284829102782602,3-Hold ,BUY,,A,Vulcan Materials Company,General Building Materials,USA,32.41,146.97,636892.0,Tomorrow Before Market EPS,18.21,19.72,89.6,71.7,25.69,3.51,215.28,61.06,4.03,1.78,9.6,2.5,0.5,0.84,Feb 18/b,25.6,0.5,18.0,12.4,1.7,5.8,11.3,7.9,867470.0,131539999.99999999,1.03,0.23,-1.67,95.1,-0.61,132410000.0,1.56,5.84,5.23,6.07,-0.51,2.07,30.42,2.0,0.73,2.03,2.11,-3.62,34.6,2.9,0.83,0.06,58.68,2.6,5.12,3.06,1.24,-4.69,0
281,WAB,2.23%,February17,1,Services,14850000000.0,0.4448449288517752,,0.0016178299613654548,0.002335152140073081,0.0032455673803042373,4-Sell ,BUY,,D,Wabtec Corporation,Railroads,USA,55.67,77.05,1074693.0,Tomorrow Before Market EPS,7.8,13.94,-0.7,-5.1,16.17,1.51,25.29,23.47,2.14,7.14,11.2,1.4,0.49,0.62,Feb 18/b,27.3,0.48,7.6,3.2,0.8,1.4,2.8,5.7,1200000.0,180790000.0,6.59,0.6,-0.06,,-1.78,192780000.0,9.94,23.66,-1.73,-1.73,-0.49,-0.96,6.94,2.3,0.9,2.13,1.97,-5.75,26.31,1.8,1.41,0.1,47.99,-1.46,6.07,-0.72,-0.67,2.23,1
282,WLK,-7.53%,February17,1,Basic Materials,8580000000.0,0.01127303042033288,0.0005437237021396867,-0.1057612497053924,-0.09840248809212844,-0.07805402014673746,3-Hold ,HOLD,,D,Westlake Chemical Corporation,Specialty Chemicals,USA,17.86,64.84,966872.0,Tomorrow Before Market EPS,5.0,16.2,10.9,39.9,14.97,1.43,5.97,29.37,1.04,3.57,18.1,2.8,0.0,1.62,Feb 18/b,16.6,0.59,9.2,5.7,2.1,3.8,8.2,13.5,461580.0,35580000.0,5.39,0.2,-0.74,30.3,-3.94,132259999.99999999,4.16,7.0,-7.81,-8.83,2.32,-7.57,-16.66,2.8,2.09,2.83,3.2,-19.99,16.16,2.02,1.66,0.33,45.7,-1.03,-0.65,-4.18,-3.28,-7.53,0
283,WLKP,0.31%,February17,1,Basic Materials,803680000.0,0.0009220945133035588,0.0024086068493228857,0.0007016227161026715,0.0005976087246381213,0.0034321425182497482,3-Hold ,BUY,,B,Westlake Chemical Partners LP,Chemicals - Major Diversified,USA,13.85,22.78,11015.0,Tomorrow Before Market EPS,11.82,18.09,-41.1,-10.7,10.84,1.54,43.21,2.35,0.7,1.17,-9.6,5.8,0.77,8.3,Feb 18/b,32.0,0.77,29.5,4.8,5.7,3.8,11.0,37.3,73790.0,20700000.0,1.49,0.5,-2.76,61.4,-0.12,35280000.0,4.19,6.85,-7.32,-0.52,0.22,-13.78,-0.74,2.5,0.15,1.83,1.12,-13.97,8.74,0.42,0.6,-0.18,45.27,-2.44,-1.18,-3.02,-0.09,0.31,0
284,WMT,0.48%,February17,1,Services,333200000000.0,0.11248150261625207,0.01945919225441425,-0.036524404841180684,-0.017205621795255862,-0.017205621795255862,3-Hold ,BUY,,B,Walmart Inc.,"Discount, Variety Stores",USA,22.76,117.89,8044330.0,Tomorrow Before Market EPS,5.12,4.54,-13.0,-24.8,22.64,4.68,38.72,42.51,0.64,4.45,1.6,0.8,0.76,1.8,Feb 18/b,24.8,0.63,4.1,2.8,0.2,6.2,20.4,10.5,5610000.0,1390000000.0,1.5,0.3,-3.21,30.9,-0.25,2830000000.0,3.7,4.61,2.26,-2.55,1.24,-0.8,19.66,2.1,1.43,1.32,1.28,-5.97,22.13,1.49,0.4,0.2,56.35,1.84,3.64,0.34,0.19,0.48,0
285,A,-0.83%,February18,1,Healthcare,26560000000.0,0.13733941209336212,0.13697100946592405,-0.0010585563976140595,0.008092048525274247,0.0071179359912952765,2-Buy ,BUY,,C,"Agilent Technologies, Inc.",Medical Laboratories & Research,USA,25.56,84.9,733464.0,Today After Market EPS,9.18,11.07,37.5,26.1,22.56,5.57,19.22,40.24,5.14,2.79,5.0,1.5,0.51,0.84,Feb 18/a,54.5,0.38,18.2,20.7,1.2,11.9,21.8,15.2,1790000.0,309500000.0,1.65,0.4,-10.05,87.8,-0.34,309500000.0,2.85,23.32,-3.16,11.22,3.19,0.6,11.43,2.2,1.11,1.39,1.2,-6.38,29.85,1.42,1.37,-0.19,47.3,-1.32,11.22,-0.61,-0.93,-0.83,0
286,ACC,-0.52%,February18,1,Financial,6590000000.0,-0.11410237267513625,0.0017241286448552273,0.004449674024726846,0.005042495617696356,0.09848333446445227,4-Sell ,BUY,,B,"American Campus Communities, Inc.",REIT - Residential,USA,62.45,47.78,72734.0,Today After Market EPS,17.62,5.88,14.6,48.8,68.32,1.98,117.26,53.62,7.06,3.54,6.0,,1.01,3.92,Feb 18/a,53.6,1.01,23.7,11.4,,1.4,3.1,2.7,646900.0,136330000.0,1.21,0.8,-1.96,99.1,0.65,137400000.0,2.55,2.28,3.94,3.05,4.1,1.98,5.87,2.2,0.31,1.18,1.18,-6.18,11.01,0.6,0.44,0.08,66.68,2.71,1.33,2.88,-0.44,-0.52,0
287,ADI,4.55%,February18,1,Technology,43860000000.0,0.4802840012707748,0.002169141155588607,-0.051843478938930536,-0.019533145177075103,-0.03982899602625385,4-Sell ,BUY,,D,"Analog Devices, Inc.",Semiconductor - Integrated Circuits,USA,32.27,117.04,804104.0,Tomorrow Before Market EPS,6.53,17.02,13.0,690.0,20.98,3.71,67.66,36.54,7.32,4.94,15.9,1.3,0.47,1.84,Feb 19/b,67.0,0.44,28.6,22.7,0.9,6.3,11.6,9.2,2140000.0,367820000.0,1.3,0.1,-32.6,91.2,0.27,372810000.0,2.23,8.48,0.12,3.05,4.79,-1.0,12.59,2.1,1.08,2.05,2.32,-6.08,22.71,2.69,1.39,-1.21,51.96,1.39,4.54,0.06,0.83,4.55,1
288,AG,-5.62%,February18,1,Basic Materials,1970000000.0,0.015163542436701913,0.07253379054925192,0.010449754869478056,0.01546657855215017,0.06986451915984687,3-Hold ,BUY,,A,First Majestic Silver Corp.,Silver,Canada,,10.25,3371481.0,Tomorrow Before Market EPS,46.8,16.7,-31.03,250.0,137.14,2.94,,,5.76,,,,,,Feb 19/b,,,,,,,,,4080000.0,180660000.0,13.07,,,,,204790000.0,5.79,-6.43,-13.2,-8.57,0.31,-21.7,58.68,2.3,2.24,4.04,3.04,-18.99,87.59,0.39,,1.56,52.3,3.2,9.17,-4.14,5.44,-5.62,0
289,AMED,-3.08%,February18,1,Healthcare,6480000000.0,0.011708820848850469,0.003392599735109668,0.049143456298528086,0.1399258945235033,0.07428766620840249,3-Hold ,BUY,,B,"Amedisys, Inc.",Home Health Care,USA,51.45,199.63,68969.0,Today After Market EPS,16.89,11.67,26.1,135.6,40.31,10.58,311.76,35.32,3.43,3.05,5.9,1.0,0.4,,Feb 18/a,40.9,0.38,9.1,6.7,1.0,11.7,23.4,23.6,202230.0,31930000.0,3.92,0.7,-8.5,90.8,-2.8,32770000.000000004,6.19,52.36,11.98,31.78,4.83,18.55,42.64,1.9,0.92,2.23,2.33,-1.16,87.07,4.23,1.51,0.57,75.62,7.45,41.49,14.27,0.26,-3.08,0
290,APRN,-21.70%,February18,1,Services,50600000.0,0.13484089089511794,0.03646907035363256,-0.0982282754011976,-0.038641731086045183,-0.05364022872323832,3-Hold ,HOLD,,F,"Blue Apron Holdings, Inc.","Specialty Retail, Other",USA,,4.15,321688.0,Tomorrow Before Market EPS,,9.2,,61.4,,0.59,0.59,,0.1,,,1.4,0.95,,Feb 19/b,38.7,0.62,-10.8,-12.6,1.0,-18.5,-57.8,-56.6,299380.0,7500000.0,35.6,0.6,-17.11,42.8,0.18,12940000.0,8.92,-47.73,-23.93,-46.29,-2.98,-40.58,-82.85,3.0,2.87,7.88,6.99,-83.11,14.78,0.31,,0.51,35.68,-1.38,-47.08,-26.32,5.73,-21.7,0
291,ATHM,7.84%,February18,1,Technology,9470000000.0,,0.0005385357762861531,0.13889371786644916,0.13889371786644916,0.0638854687994436,2-Buy ,BUY,,D,Autohome Inc.,Internet Information Providers,China,21.41,80.65,505103.0,Tomorrow Before Market EPS,1.55,7.0,40.7,42.0,19.1,4.91,5.91,,7.98,13.78,42.8,4.0,0.0,,Feb 19/b,88.6,0.0,31.3,37.5,4.0,18.6,25.3,19.3,642730.0,115620000.0,3.75,,,55.9,-2.77,118400000.0,6.75,1.66,-8.68,6.6,0.92,-0.03,-1.71,2.5,2.11,3.15,2.53,-31.56,23.36,2.85,1.28,-0.49,48.81,-0.69,-4.51,0.25,1.44,7.84,1
292,ATRC,-1.75%,February18,1,Healthcare,1700000000.0,0.01667511329287663,0.0003840053741441807,0.05455496370996117,0.025638062543293927,0.04066606720035842,4-Sell ,STRONG BUY,,B,"AtriCure, Inc.",Medical Instruments & Supplies,USA,,43.28,188354.0,Today After Market EPS,20.0,-17.2,-3.1,17.7,,6.43,21.33,,7.65,,19.7,3.1,0.28,,Feb 18/a,73.8,0.28,-9.2,-10.1,2.5,-5.6,-9.1,-6.2,263150.0,38120000.0,2.22,3.0,-25.84,92.7,0.25,38830000.0,3.22,62.73,24.19,55.85,7.98,34.85,33.09,1.4,1.95,3.26,2.74,-2.08,92.29,1.21,0.43,-0.25,76.31,9.02,43.81,23.53,-0.75,-1.75,0
293,AWK,-0.06%,February18,1,Utilities,25220000000.0,0.0691198134611893,0.0047693693743765045,0.14597927179784165,0.007363345342033928,0.0027128484071909037,2-Buy ,BUY,,A,"American Water Works Company, Inc.",Water Utilities,USA,38.81,140.2,331549.0,Today After Market EPS,8.2,7.13,9.2,4.5,35.95,4.07,268.27,,7.09,4.73,3.6,0.5,1.48,1.44,Feb 18/a,57.1,1.4,33.5,17.9,0.5,2.9,10.6,6.1,943900.0,180000000.0,2.43,0.2,-4.46,90.5,1.92,181000000.0,4.63,11.9,9.8,19.15,3.62,13.41,43.26,2.5,0.97,1.23,1.17,0.4,45.08,1.63,0.1,0.73,80.58,3.58,15.96,10.03,-0.09,-0.06,0
294,BCOR,5.11%,February18,1,Technology,1110000000.0,0.2476963261721851,0.000990543669623938,0.006235464482870157,-0.0068122543143545045,-0.002597345260672531,4-Sell ,BUY,,D,"Blucora, Inc.",Internet Information Providers,USA,88.18,22.1,61090.0,Tomorrow Before Market EPS,20.0,14.11,12.8,758.5,10.08,1.74,11.23,12.76,1.66,4.41,-0.5,1.8,0.6,,Feb 19/b,51.1,0.6,2.4,2.2,1.8,1.3,2.3,7.6,346160.0,47990000.0,3.19,2.1,-6.27,97.4,-0.31,48790000.0,4.42,4.17,-7.18,12.68,-2.26,-12.97,-15.05,1.7,0.49,3.24,3.07,-40.44,20.33,0.77,0.73,-0.13,39.06,-3.71,-12.99,-8.36,-2.55,5.11,1
295,BHC,-8.24%,February18,1,Healthcare,9780000000.0,0.1882141537748144,0.0006077513628822219,-0.0024499243650097924,0.007734396190893936,0.009234943598977256,3-Hold ,BUY,,C,Bausch Health Companies Inc.,Drug Delivery,Canada,,27.75,1374169.0,Tomorrow Before Market EPS,4.1,3.06,-34.3,-390.7,6.15,3.94,11.85,7.34,1.15,,7.8,1.2,9.49,,Feb 19/b,72.7,9.45,9.6,-7.2,0.9,-1.9,-23.4,-9.2,3400000.0,351310000.0,5.63,2.3,0.0,66.8,19.89,352400000.0,5.82,32.85,-4.51,1.31,-1.46,-7.29,8.78,2.2,1.1,2.63,2.83,-13.17,48.29,0.79,0.86,0.04,42.87,-3.03,11.54,-4.52,0.04,-8.24,0
296,DISH,0.80%,February18,1,Services,21010000000.0,0.3602276855880128,0.008133194006274738,-0.0633288482304124,0.0022758999206757835,0.003781991405035182,2-Buy ,HOLD,,B,DISH Network Corporation,CATV Systems,USA,15.76,40.22,830959.0,Tomorrow Before Market EPS,,-16.89,10.0,68.6,19.2,1.88,13.18,10.73,1.63,,-0.4,0.6,1.39,,Feb 19/b,29.0,1.27,14.3,10.5,0.5,4.3,14.5,6.8,2670000.0,273890000.0,4.54,11.2,0.51,84.1,0.22,525640000.0,4.66,25.92,9.03,12.5,8.67,12.69,35.12,2.7,0.87,2.49,3.91,-9.44,36.81,1.07,1.36,-0.2,76.39,7.45,13.21,11.52,0.98,0.8,0
297,DNOW,-4.49%,February18,1,Basic Materials,1100000000.0,0.1634205298926515,-0.033503905861705006,0.007512983320339117,0.006226316806714749,0.004019951063872379,3-Hold ,BUY,,F,NOW Inc.,Oil & Gas Equipment & Services,USA,21.59,9.78,204183.0,Tomorrow Before Market EPS,,0.63,-18.8,375.7,31.1,0.85,9.76,,0.36,,-6.2,2.4,0.01,,Feb 19/b,20.1,0.01,2.5,1.9,1.3,3.2,4.6,5.1,956920.0,107360000.0,7.34,1.33,0.0,99.2,-5.84,111550000.0,8.23,-16.33,-14.52,-18.06,-3.51,-12.01,-31.65,2.5,0.59,3.43,4.08,-38.56,3.65,0.37,1.58,-1.31,38.12,-5.14,-18.7,-10.6,0.26,-4.49,0
298,ELAN,-2.04%,February18,1,Technology,12380000000.0,0.11111409877672226,0.00029823421573382797,0.1884290520749346,0.08080226861450986,-0.010257793445220912,4-Sell ,BUY,,C,Elanco Animal Health Incorporated,Telecom Services - Foreign,USA,121.02,30.56,1540329.0,Tomorrow Before Market EPS,9.65,7.65,-15.1,124.5,27.18,2.1,40.05,135.95,4.02,12.55,9.7,3.1,0.43,,Feb 19/b,52.2,0.43,6.7,3.0,1.7,1.1,1.8,2.0,4950000.0,396980000.0,4.38,0.2,0.5,93.8,-0.09,399770000.0,3.51,6.13,0.45,19.15,-1.31,5.2,5.59,2.2,0.84,2.5,2.37,-13.76,21.11,0.81,,0.29,47.13,-2.63,2.89,3.02,-1.58,-2.04,0
299,ENBL,-6.53%,February18,1,Basic Materials,3940000000.0,0.003469594242622926,0.002909651803357909,0.028424098505638536,0.037045383262739054,0.054593867568655696,3-Hold ,HOLD,,F,"Enable Midstream Partners, LP",Oil & Gas Pipelines,USA,7.38,8.52,400651.0,Tomorrow Before Market EPS,-4.0,-6.01,-22.1,20.7,8.85,0.53,328.54,,1.24,,6.6,0.5,0.62,15.12,Feb 19/b,54.6,0.56,22.6,16.2,0.5,4.1,7.2,5.6,1040000.0,88780000.0,4.79,0.1,2.26,17.9,-0.68,451600000.0,4.08,-29.6,-17.33,-9.91,-6.33,-12.96,-46.14,2.6,1.04,3.0,2.9,-46.94,-0.64,0.29,1.2,-0.8,25.54,-11.11,-27.36,-14.15,-1.67,-6.53,0
300,ETR,-0.46%,February18,1,Utilities,26680000000.0,0.4699434126378037,-0.05786001673134576,0.010765614180854756,0.010362941887121582,0.013855216897718492,3-Hold ,BUY,,B,Entergy Corporation,Electric Utilities,USA,33.56,135.21,247988.0,Tomorrow Before Market EPS,-1.5,4.51,3.0,-14.0,23.91,2.66,27.92,13.07,2.44,,-0.7,0.7,1.94,2.77,Feb 19/b,85.4,1.69,8.4,7.2,0.5,1.6,8.4,5.6,1310000.0,198490000.0,1.65,0.3,-9.81,89.4,0.49,198930000.0,2.5,23.06,8.4,14.13,1.66,11.96,49.55,2.3,0.52,1.18,1.19,0.41,52.01,1.57,0.33,0.43,75.35,3.2,19.79,8.88,0.24,-0.46,0
301,FUN,0.50%,February18,1,Services,3060000000.0,0.5584978422157292,0.0031454036782503987,0.005151216859303531,0.0027119538290207856,0.015408772914270232,3-Hold ,BUY,,B,"Cedar Fair, L.P.",General Entertainment,USA,22.82,53.87,68965.0,Tomorrow Before Market EPS,6.0,12.24,1.2,-27.2,15.51,71.67,11.84,,2.08,3.8,3.5,1.2,50.5,6.87,Feb 19/b,91.4,50.33,22.6,10.0,1.1,6.3,-436.9,14.4,273750.0,55800000.0,2.03,1.0,0.0,55.5,5.24,56110000.0,4.14,3.38,-2.94,-4.47,0.06,-1.75,5.71,1.7,0.68,1.81,1.58,-17.11,17.95,1.02,0.57,0.0,41.64,-1.44,-0.13,-2.11,-1.3,0.5,0
