results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
3,OLP,1.19%,23-Mar,1,Financial,292.58M,-0.015585528,0.002148395,-0.027235522,-0.011540949,-0.010232621,1-Strong Buy ,HOLD,,C,"One Liberty Properties, Inc.",REIT - Diversified,USA,17.35,11.45,"102,085",Today After Market EPS,6.00%,,-8.50%,-16.30%,,1.01,26.6,,3.45,2.89,7.00%,,1.54,11.84%,Mar 23/a,83.60%,1.54,47.40%,19.80%,,2.10%,5.70%,5.40%,61.41K,17.68M,0.27%,11.50%,-0.55%,53.10%,2.86%,19.25M,0.78,-46.70%,-45.83%,-45.77%,-19.58%,-44.10%,-48.77%,3,4.53,10.11%,24.30%,-63.85%,18.33%,1.83,1.45,-12.63%,24.56,-46.70%,-58.05%,-54.81%,-13.48%,1.19
5,PANL,10.00%,23-Mar,1,Services,79.75M,0.075644434,,0.000265706,0.000193034,0.000394611,3-Hold ,,,D,"Pangaea Logistics Solutions, Ltd.",Shipping,USA,4.78,1.67,954,Today After Market EPS,,129.49%,80.00%,106.80%,1.9,0.41,2.33,2.7,0.21,,,1.3,1.05,8.24%,Mar 23/a,28.30%,0.87,8.30%,4.00%,1.1,3.30%,9.20%,10.90%,11.36K,23.49M,0.02%,7.80%,0.00%,60.20%,3.79%,46.91M,0.33,-47.20%,-41.58%,-42.18%,-22.73%,-42.37%,-50.29%,,0.23,4.95%,11.04%,-61.61%,4.37%,0.13,0.93,-2.94%,15.65,-31.56%,-46.48%,-39.84%,1.21%,10
5,PECK,23.46%,23-Mar,1,Conglomerates,10.54M,0.037535676,,0.012139603,0.012139603,0.029129637,,,,D,"The Peck Company Holdings, Inc.",Conglomerates,USA,,2.02,21,Tomorrow Before Market EPS,,,,94.90%,,2.75,,,0.48,,,1,1.97,,Mar 24/b,18.40%,0.55,5.30%,-2.20%,1,-4.10%,-13.10%,,65.55K,1.70M,0.14%,69.49%,0.00%,7.30%,-30.88%,5.55M,0.04,-68.07%,-53.88%,-21.16%,-36.98%,-23.39%,-81.77%,,0,12.69%,15.51%,-92.26%,35.28%,0.44,0.27,6.32%,31.82,-34.10%,-54.68%,-46.04%,0.00%,23.46
1,QIWI,-4.99%,23-Mar,1,Financial,592.78M,0.068379107,0.001321001,0.009183621,0.004666379,0.0050591,2-Buy ,BUY,,,Qiwi plc,Credit Services,Cyprus,9.82,9.87,"185,710",Tomorrow Before Market EPS,0.34%,51.40%,10.20%,14.00%,4.92,1.77,1.3,4.41,1.26,28.88,21.30%,1.3,0.65,11.36%,Mar 24/b,50.10%,0,17.60%,13.30%,1.3,7.10%,18.60%,8.20%,255.25K,11.88M,1.71%,1.96%,0.00%,88.40%,3.03%,60.12M,0.79,-57.95%,-52.60%,-48.13%,-28.60%,-49.07%,-31.91%,1.8,2,6.88%,12.67%,-61.27%,9.27%,1.24,1.34,3.45%,23.45,-36.06%,-50.46%,-45.23%,-4.12%,-4.99
0,RAVN,-11.13%,23-Mar,1,Industrial Goods,619.82M,0.38369116,0.036917118,0.005247028,0.007453854,0.005529112,,HOLD,,D,"Raven Industries, Inc.",Diversified Machinery,USA,21.3,20.6,"132,911",Today After Market EPS,15.00%,-21.77%,4.00%,24.50%,27.95,2.33,8.04,19.31,1.61,1.42,0.60%,5.7,0,2.54%,Mar 23/a,31.70%,0,10.50%,9.10%,4.2,9.40%,11.10%,14.70%,164.29K,,,1.20%,0.14%,78.40%,1.17%,30.25M,2.63,-40.44%,-32.86%,-40.63%,-15.54%,-40.54%,-41.72%,2.7,2.22,8.37%,18.26%,-48.91%,28.48%,2.12,1.7,0.68%,36.21,-19.88%,-37.58%,-31.17%,-0.29%,-11.13
4,TEF,3.50%,23-Mar,1,Technology,22.86B,0.279437018,0.113538489,-0.055237147,-0.055236139,-0.065121286,3-Hold ,BUY,,F,"Telefonica, S.A.",Telecom Services - Foreign,Spain,30,4.51,"1,374,625",Tomorrow Before Market EPS,,4.51%,-20.50%,-70.60%,6.79,1.25,2.29,4.55,0.43,,2.20%,0.8,3.49,9.65%,Mar 24/b,73.70%,2.86,9.40%,1.80%,0.7,0.70%,4.80%,4.70%,2.19M,4.65B,0.04%,5.60%,0.00%,1.00%,6.14%,5.01B,0.9,-38.46%,-32.44%,-37.79%,0.66%,-34.58%,-48.36%,2,1.69,5.56%,10.71%,-49.05%,20.37%,0.37,0.83,-0.22%,34.82,-16.25%,-37.66%,-27.62%,-0.80%,3.5
5,TNP,17.07%,23-Mar,1,Services,143.79M,0.041110988,,0.051032426,0.042533005,0.045796515,2-Buy ,STRONG BUY,,C,Tsakos Energy Navigation Limited,Shipping,Greece,,1.82,"400,841",Tomorrow Before Market EPS,10.00%,9337.50%,-16.00%,-700.00%,1.15,0.11,0.79,,0.25,,4.80%,1.1,1.09,5.75%,Mar 24/b,44.10%,0.95,-1.00%,-19.70%,1,-3.50%,-7.60%,-0.90%,520.83K,59.71M,0.47%,33.30%,0.00%,34.40%,11.92%,82.64M,0.54,-40.61%,-42.19%,-55.84%,-29.55%,-60.09%,-43.87%,1.3,2.09,13.43%,18.26%,-60.73%,5.78%,0.28,1.5,4.02%,35.23,-21.00%,-44.07%,-37.93%,1.10%,17.07
3,VTSI,1.42%,23-Mar,1,Technology,18.32M,0.05763394,0.000121384,0.017000342,0.012450629,0.034476965,,BUY,,C,"VirTra, Inc.",Multimedia & Graphics Software,USA,,2.12,"32,269",Today After Market EPS,,0.00%,-5.80%,-82.10%,32.43,1.71,3.46,,1.19,,22.30%,2.1,0,,Mar 23/a,52.40%,0,-12.20%,-8.30%,1.6,-7.60%,-12.70%,6.50%,28.73K,7.37M,0.33%,4.85%,0.00%,1.50%,-6.20%,8.07M,0.84,-22.79%,-40.11%,-42.24%,-14.02%,-53.39%,-48.41%,2,3.11,7.23%,8.39%,-60.00%,5.82%,0.2,1.56,-3.08%,19.34,-29.42%,-32.84%,-42.36%,-3.64%,1.42
5,YJ,7.94%,23-Mar,1,Services,686.42M,0.161869955,0.000277244,0.000522822,0.000480157,0.00063615,3-Hold ,HOLD,,,Yunji Inc.,"Specialty Retail, Other",China,,3.06,"16,265",Tomorrow Before Market EPS,,794.60%,,-33.10%,8.74,3.13,2.23,,0.34,,,1.6,0,,Mar 24/b,9.80%,0,-0.20%,,1.4,,,2.70%,115.25K,28.35M,2.09%,,,12.40%,-3.96%,215.18M,5.14,-59.77%,-23.50%,-41.36%,-9.38%,-30.35%,,2.7,0.38,12.84%,20.71%,-83.19%,11.27%,0.45,,-2.82%,28.07,-21.90%,-54.75%,-33.80%,-1.29%,7.94
3,AIR,2.98%,24-Mar,1,Industrial Goods,338.04M,0.210322854,0.000296395,-0.099778424,-0.082872558,-0.045718044,5-Strong Sell ,BUY,,C,AAR Corp.,Aerospace/Defense Products & Services,USA,5.25,15.12,"232,056",Today After Market EPS,11.22%,5.94%,6.00%,32.10%,5.36,0.5,8.85,6.18,0.15,0.47,3.70%,2.6,0,2.27%,Mar 24/a,15.80%,0.21,5.00%,0.20%,1.2,0.20%,0.40%,8.40%,281.92K,,,2.00%,-25.72%,96.50%,3.21%,25.59M,4.9,-70.85%,-71.11%,-71.08%,-13.66%,-70.71%,-59.47%,1.7,2.23,15.61%,35.34%,-71.72%,74.34%,3.11,2.15,9.39%,25.99,-45.02%,-63.48%,-60.36%,3.28%,2.98
2,ALO,-1.93%,24-Mar,1,Basic Materials,34.40M,-0.03657886,0.001320867,-0.037780086,-0.023012907,-0.090705278,,BUY,,C,Alio Gold Inc.,Gold,Canada,,0.47,"99,391",Tomorrow Before Market EPS,,11.10%,-24.14%,5.90%,1,0.29,,,0.31,,,,,,Mar 25/b,,,,,,,,,210.55K,81.96M,0.60%,4.39%,0.00%,26.04%,,85.99M,2.33,-39.85%,-49.07%,-39.21%,-5.62%,-49.01%,-46.52%,2.4,1.27,16.71%,18.99%,-49.89%,69.06%,0.07,,14.60%,36.8,-18.95%,-32.31%,-30.92%,2.53%,-1.93
0,BRP,-11.92%,24-Mar,1,Financial,681.34M,0.045349775,0.000814183,0.001143977,0.004542357,0.005351455,3-Hold ,BUY,,,"BRP Group, Inc.",Real Estate Development,USA,,10.65,"52,010",Today After Market EPS,,142.47%,,-136.60%,29.32,,53.23,60.3,5.58,,,1.1,,,Mar 24/a,33.80%,,7.80%,-0.50%,1.1,,,19.70%,172.86K,19.16M,8.13%,15.60%,0.00%,97.10%,41.49%,65.64M,9,,-40.41%,-35.00%,-6.65%,-35.33%,,2.2,0.82,10.66%,18.95%,-42.66%,11.92%,1.38,,5.11%,26.74,-25.54%,-32.80%,-31.88%,-2.75%,-11.92
3,BSBR,2.74%,24-Mar,1,Financial,17.71B,-0.137793543,-0.030201542,-0.084594723,-0.100713017,-0.081814655,3-Hold ,HOLD,,D,Banco Santander (Brasil) S.A.,Foreign Regional Banks,Brazil,5.42,5.36,"336,207",Tomorrow Before Market EPS,9.80%,6.39%,24.20%,30.60%,5.01,0.92,0.31,5.06,1.24,0.55,4.30%,,0.87,15.42%,Mar 25/b,,0.87,42.50%,22.50%,,2.20%,17.00%,14.00%,1.51M,3.73B,0.11%,0.27%,0.00%,11.70%,-1.07%,3.79B,2.68,-55.40%,-49.73%,-59.14%,-10.54%,-61.29%,-56.84%,2.6,0.62,8.02%,10.72%,-57.81%,18.06%,0.57,1.37,7.49%,33.8,-22.73%,-49.19%,-39.19%,6.77%,2.74
5,CYAD,20.21%,24-Mar,1,Healthcare,,0.008792081,0.018719076,0.021232754,0.023071662,0.016311965,3-Hold ,BUY,,D,Celyad SA,Biotechnology,Belgium,,5.81,"1,257",Today After Market EPS,,,,,,,,,,,,,,,Mar 24/a,,,,,,,,,24.38K,,,,,,,,,-49.70%,-51.54%,-48.78%,20.33%,-51.73%,-77.00%,,0.14,16.36%,35.51%,-74.58%,41.71%,1.2,,9.34%,38.76,-23.60%,-47.62%,-39.72%,5.64%,20.21
5,CYRN,18.02%,24-Mar,1,Technology,33.11M,0.68380512,0.004350683,-0.000180786,-9.62E-05,0.00083296,3-Hold ,BUY,,F,CYREN Ltd.,Security Software & Services,USA,,0.55,"4,871",Tomorrow Before Market EPS,20.00%,33.30%,0.80%,5.30%,,1.75,3.49,,0.86,,2.20%,0.9,0.49,,Mar 25/b,60.00%,0.49,-46.30%,-47.60%,0.9,-29.40%,-70.70%,-45.70%,31.50K,23.59M,0.16%,4.50%,-2.11%,68.50%,12.37%,51.18M,1.21,-61.72%,-43.74%,-49.09%,-18.10%,-49.45%,-70.18%,2,0.41,16.97%,38.39%,-76.29%,78.97%,0.12,1.1,5.87%,22.41,-40.26%,-61.82%,-50.33%,-19.01%,18.02
2,DNK,-0.52%,24-Mar,1,Financial,1.36B,0.082392235,0.020010571,0.478973639,0.478973639,0.386286079,,BUY,,,Phoenix Tree Holdings Limited,Property Management,China,,7.65,441,Tomorrow Before Market EPS,,,,-417.00%,,,25.38,,1.59,,,0.4,,,Mar 25/b,95.20%,,,,0.4,,,-98.40%,96.72K,5.16M,29.82%,2.25%,,1.65%,,178.12M,15.92,,-35.07%,,-8.31%,-43.63%,,2,0.01,5.06%,6.98%,-44.96%,2.00%,0.63,,0.53%,24.05,-25.79%,-35.20%,-35.20%,0.00%,-0.52
2,ESLT,-1.08%,24-Mar,1,Industrial Goods,4.75B,0.0112028,0.032202133,0.06601957,0.013665662,0.028421215,3-Hold ,STRONG BUY,,B,Elbit Systems Ltd.,Aerospace/Defense Products & Services,Israel,28.86,121.71,"37,587",Tomorrow Before Market EPS,10.90%,13.90%,2.30%,-17.30%,15.98,2.4,27.93,,1.11,2.65,4.70%,1.2,0.54,1.50%,Mar 25/b,25.50%,0.37,7.00%,4.20%,0.7,2.60%,8.90%,10.10%,21.18K,23.11M,0.18%,45.70%,0.00%,6.20%,-8.16%,40.49M,1.95,-26.97%,-25.95%,-27.20%,1.42%,-24.41%,-8.86%,1.5,4.75,4.24%,5.05%,-27.44%,10.65%,6.05,0.99,6.05%,37.84,-9.21%,-22.22%,-17.56%,-2.08%,-1.08
3,GALT,2.63%,24-Mar,1,Healthcare,89.75M,-0.203972643,0.00022571,0.000565878,0.000891479,0.003870798,3-Hold ,BUY,,D,"Galectin Therapeutics, Inc.",Biotechnology,USA,,1.85,"56,775",Tomorrow Before Market EPS,,-30.00%,13.00%,-1.20%,,1.69,1.89,,,,,17.1,0,,Mar 25/b,,0,,,17.1,-50.40%,-55.90%,,226.90K,40.76M,13.08%,15.40%,-0.22%,17.80%,8.26%,52.18M,23.49,-53.89%,-32.81%,-38.35%,3.61%,-39.86%,-62.28%,2,0.67,12.81%,14.76%,-64.35%,23.33%,0.24,2.72,4.65%,43.52,-8.22%,-43.50%,-24.12%,2.78%,2.63
5,GECC,13.79%,24-Mar,1,Financial,26.36M,0.189439886,,0.21278525,0.17031319,0.17031319,,HOLD,,D,Great Elm Capital Corporation,Asset Management,USA,,2.97,"64,006",Tomorrow Before Market EPS,,,,-5.60%,,0.3,,,0.98,,,,,38.17%,Mar 25/b,,,,,,,,,66.20K,,,0.05%,260.37%,,,10.06M,8.44,-68.69%,-67.21%,-66.82%,-34.34%,-66.32%,-68.08%,3,2.59,14.80%,32.46%,-66.98%,32.00%,0.58,,4.58%,25.02,-45.27%,-62.62%,-57.26%,8.39%,13.79
3,GO,1.96%,24-Mar,1,Services,3.06B,-0.191363149,0.000494038,-0.006841738,-0.00151144,0.001362622,3-Hold ,BUY,,,Grocery Outlet Holding Corp.,Grocery Stores,USA,10490,33.32,"253,470",Today After Market EPS,10.21%,10.86%,,-23.00%,38.05,3.81,69.58,102.74,1.23,1027.93,,1.3,0.64,,Mar 24/a,30.70%,0.64,2.20%,0.00%,0.3,,,6.20%,1.04M,53.68M,8.42%,0.70%,-95.73%,43.90%,79.08%,97.29M,4.34,-17.36%,-0.57%,-0.57%,6.71%,-3.02%,,2.4,0.67,6.80%,11.40%,-29.77%,20.40%,2.18,,4.13%,53.84,5.43%,-2.07%,2.97%,1.95%,1.96
5,HLG,16.88%,24-Mar,1,Services,852.86M,-0.218800385,0.009465543,0.009391159,0.031335633,0.019143115,,BUY,,B,Hailiang Education Group Inc.,Education & Training Services,China,21.18,38.39,"10,556",Today After Market EPS,,,14.40%,27.10%,,3.76,23.05,,4.01,,26.50%,2.2,0,,Mar 24/a,31.50%,0,26.70%,19.60%,2.2,13.10%,20.90%,17.60%,9.89K,3.28M,0.54%,62.98%,0.00%,0.80%,5.84%,24.93M,1.78,-46.33%,-41.05%,-47.89%,-9.14%,-47.56%,-10.87%,2,2.85,9.39%,16.51%,-49.11%,20.53%,4.68,1.16,22.77%,35.28,-18.41%,-38.43%,-35.54%,-8.60%,16.88
0,HOME,-21.15%,24-Mar,1,Consumer Goods,106.07M,0.171955519,0.397686803,0.045977332,0.033140358,-0.003214518,3-Hold ,HOLD,,D,At Home Group Inc.,Home Furnishings & Fixtures,USA,3.9,2.5,"1,211,825",Today After Market EPS,14.60%,9.64%,31.60%,-4.00%,3.71,0.18,7.52,,0.08,0.27,23.60%,0.8,0.78,,Mar 24/a,29.60%,0.42,7.10%,3.00%,0.1,1.50%,4.90%,5.80%,2.39M,46.52M,23.71%,0.10%,,,-5.22%,46.52M,4.62,-74.92%,-68.11%,-57.38%,-18.57%,-58.55%,-89.72%,2.9,1.4,24.32%,50.20%,-89.84%,110.00%,0.68,2.12,9.65%,37.46,-32.38%,-63.15%,-51.42%,0.80%,-21.15
3,ISIG,1.56%,24-Mar,1,Services,7.60M,0.18090895,0.00631928,0.140813711,0.225132582,0.102934858,,,,F,"Insignia Systems, Inc.",Marketing Services,USA,,0.63,"3,148",Today After Market EPS,,,16.94%,-460.90%,,0.66,,,0.35,,-3.60%,3.5,0,,Mar 24/a,21.70%,0,-25.90%,-22.90%,3.5,-26.30%,-35.50%,-43.80%,17.81K,8.12M,0.08%,13.80%,22.24%,27.00%,2.23%,11.69M,0.36,-36.27%,-19.75%,-13.36%,3.17%,-10.97%,-54.30%,,0.47,8.08%,12.17%,-55.00%,5.88%,0.06,0.75,0.77%,35.07,-11.66%,-31.41%,-18.29%,-3.82%,1.56
4,MYOS,5.53%,24-Mar,1,Healthcare,7.98M,0.012850429,0.004012771,0.012255268,0.073003652,0.069674404,,,,C,MYOS RENS Technology Inc.,Drugs - Generic,USA,,0.9,"3,678",Tomorrow Before Market EPS,,-6.30%,25.20%,-632.60%,,3.38,19.95,,9.98,,-35.90%,2.1,0.33,,Mar 25/b,48.40%,0,,,0.5,-68.60%,-97.70%,-84.30%,50.54K,3.82M,0.94%,37.00%,51.20%,6.70%,12.39%,9.07M,0.71,-40.54%,-29.60%,-33.81%,-3.31%,-27.27%,-38.89%,,0.19,12.52%,11.51%,-50.00%,21.42%,0.11,0.98,2.27%,37.34,-14.13%,-35.94%,-25.51%,0.00%,5.53
5,NKE,10.22%,24-Mar,1,Consumer Goods,94.61B,-0.073886616,0.329803992,-0.033798627,-0.045351413,-0.045351413,5-Strong Sell ,BUY,,B,"NIKE, Inc.",Textile - Apparel Footwear & Accessories,USA,22,68.67,"7,330,418",Today After Market EPS,13.89%,17.80%,10.90%,4.10%,19.13,10.48,27.01,47.54,2.32,1.58,7.10%,2,0.4,1.56%,Mar 24/a,45.10%,0.37,12.80%,11.20%,1.2,18.40%,50.00%,32.00%,8.64M,1.23B,0.86%,1.20%,-6.18%,84.60%,-0.57%,1.51B,1.22,-27.55%,-37.36%,-37.91%,-5.97%,-38.01%,-23.59%,2.1,2.3,7.31%,13.07%,-35.23%,14.02%,6.16,1,4.62%,34.41,-16.09%,-24.58%,-26.76%,4.12%,10.22
4,NOAH,5.82%,24-Mar,1,Financial,1.31B,0.080612466,0.006644114,0.002889465,0.013726276,-0.197721281,4-Sell ,BUY,,D,Noah Holdings Limited,Asset Management,China,10.44,22.65,"139,439",Today After Market EPS,17.93%,-0.39%,70.40%,4.70%,9.09,1.18,2.19,,2.7,0.58,82.20%,5.8,0,,Mar 24/a,,0,27.70%,25.70%,5.8,10.10%,12.80%,11.80%,331.26K,19.83M,16.16%,84.60%,0.00%,76.60%,-0.97%,62.36M,9.67,-31.51%,-33.40%,-40.37%,-6.52%,-40.46%,-53.16%,2.5,1.13,5.49%,5.94%,-60.91%,10.33%,1.64,1.59,3.04%,35.17,-12.01%,-30.16%,-28.77%,3.82%,5.82
0,ONTX,-8.79%,24-Mar,1,Healthcare,42.59M,0.091937361,0.001679302,0.000886819,0.000901272,-0.011671282,3-Hold ,BUY,,C,"Onconova Therapeutics, Inc.",Biotechnology,USA,,0.37,"5,499,293",Today After Market EPS,,3.40%,64.80%,87.60%,,,8.87,,19.36,,-23.70%,0.7,,,Mar 24/a,,,,,0.7,-195.30%,,-428.90%,20.53M,134.00M,4.76%,0.90%,,13.30%,,134.00M,0.31,-80.14%,-40.04%,3.15%,6.29%,-17.02%,-92.54%,2.2,0.73,13.00%,9.75%,-91.70%,264.56%,0.05,1.99,5.41%,49.13,-4.51%,-70.83%,-11.92%,11.76%,-8.79
0,OPGN,-10.03%,24-Mar,1,Healthcare,16.21M,0.157237521,0.00979944,0.006238216,0.006798451,0.009680483,3-Hold ,BUY,,C,"OpGen, Inc.",Medical Laboratories & Research,USA,,2.85,"932,463",Today After Market EPS,,76.40%,42.70%,77.30%,,,27.02,,4.77,,4.10%,0.3,,,Mar 24/a,49.50%,,,,0.2,-150.10%,-690.10%,-253.50%,2.94M,5.18M,11.60%,0.35%,0.00%,14.10%,,5.18M,0.2,-54.51%,93.21%,123.57%,-22.52%,176.99%,-81.80%,2,0.86,32.37%,30.68%,-86.30%,209.78%,0.77,-0.42,1.92%,52.94,3.75%,-32.20%,35.17%,-10.66%,-10.03
3,PAYX,0.44%,24-Mar,1,Services,19.70B,0.001293607,0.152518697,0.010787234,0.028644746,0.031527864,3-Hold ,HOLD,,C,"Paychex, Inc.",Staffing & Outsourcing Services,USA,16.9,58.87,"1,483,792",Tomorrow Before Market EPS,8.44%,5.56%,10.80%,13.70%,15.43,7.02,4.51,42.64,4.88,2,8.40%,1.2,0.33,4.92%,Mar 25/b,,0.31,35.60%,26.70%,1.2,11.90%,41.80%,30.40%,2.17M,319.78M,2.56%,10.60%,-1.23%,71.00%,-1.34%,390.93M,3.77,-38.95%,-43.41%,-40.72%,-12.55%,-40.76%,-35.76%,2.9,1.9,8.36%,16.53%,-34.83%,23.24%,5.78,0.9,4.74%,38.26,-17.28%,-29.23%,-27.52%,11.78%,0.44
5,PFIN,12.92%,24-Mar,1,Industrial Goods,16.60M,0.020593662,,0.069471141,0.046871091,0.020344764,,,,D,"P&F Industries, Inc.",Small Tools & Accessories,USA,2.84,5.24,172,Tomorrow Before Market EPS,,,-23.40%,427.90%,,0.33,20.75,,0.28,,-3.10%,3.6,0.04,3.98%,Mar 25/b,36.10%,0,0.30%,9.70%,1.2,10.10%,12.60%,2.50%,2.37K,1.46M,0.62%,13.00%,0.47%,3.60%,-0.83%,3.30M,3.84,-38.28%,-28.04%,-20.54%,-21.41%,-29.00%,-35.68%,,0.19,6.38%,16.46%,-40.11%,39.73%,0.45,0.41,8.75%,27.05,-20.04%,-28.93%,-22.69%,-4.20%,12.92
2,PUMP,-2.26%,24-Mar,1,Basic Materials,143.70M,-0.216460967,-0.129406094,-0.058716458,-0.008608453,-0.007253105,3-Hold ,BUY,,F,ProPetro Holding Corp.,Oil & Gas Equipment & Services,USA,1.03,2.19,"1,085,728",Today After Market EPS,-10.90%,-55.68%,,15.00%,1.96,0.22,3.96,,0.07,,,1.3,0.17,,Mar 24/a,28.30%,0.17,13.60%,10.10%,1.3,16.30%,26.60%,20.90%,1.94M,,,0.60%,0.00%,93.70%,2.59%,71.85M,3.46,-78.84%,-80.02%,-81.72%,-20.00%,-82.22%,-90.78%,2.5,1.53,23.28%,35.41%,-91.35%,61.40%,0.89,,8.00%,25.66,-59.51%,-80.46%,-73.62%,1.62%,-2.26
5,RIBT,37.13%,24-Mar,1,Consumer Goods,28.99M,0.006169418,0.002746264,-0.060542236,-0.060542236,-0.048151695,,BUY,,F,RiceBran Technologies,Food - Major Diversified,USA,,0.83,"34,032",Today After Market EPS,40.00%,63.60%,51.00%,53.00%,,1.02,7.83,,1.29,,-15.90%,1.6,0.01,,Mar 24/a,1.60%,0.01,-59.60%,-56.20%,1.4,-33.80%,-43.50%,-34.00%,119.44K,34.51M,0.41%,30.40%,48.25%,46.90%,55.21%,34.51M,1.18,-67.69%,-37.78%,-37.78%,10.54%,-42.86%,-76.54%,2,0.76,19.50%,41.63%,-77.90%,73.09%,0.15,1.04,9.52%,41.57,-14.50%,-62.07%,-27.96%,-9.67%,37.13
5,SCS,13.51%,24-Mar,1,Consumer Goods,1.11B,0.268106298,0.007050492,0.008599849,0.017261792,0.100416506,,HOLD,,B,Steelcase Inc.,Business Equipment,USA,7.28,9.81,"239,910",Today After Market EPS,10.00%,-11.58%,9.20%,15.30%,7.51,1.19,3.02,6.83,0.3,0.73,2.90%,1.6,0.52,6.13%,Mar 24/a,32.30%,0.52,6.40%,4.10%,1.2,6.60%,17.30%,10.90%,802.97K,103.43M,2.55%,2.40%,-9.59%,96.80%,3.09%,117.20M,3.28,-48.56%,-49.71%,-56.51%,-8.69%,-53.76%,-35.95%,3,0.82,9.58%,19.12%,-57.30%,40.03%,1.12,1.88,4.97%,31.01,-26.39%,-43.49%,-41.41%,-1.01%,13.51
1,SGLB,-5.66%,24-Mar,1,Technology,2.90M,-0.043584042,0.020219563,0.009863279,0.092895558,0.060502297,,BUY,,D,"Sigma Labs, Inc.",Information Technology Services,USA,,2.65,"57,203",Today After Market EPS,,30.00%,-21.90%,22.30%,,1.38,2.64,,9.68,,-18.40%,2.8,0.05,,Mar 24/a,-24.60%,0,,,1.9,-234.00%,-329.80%,-309.40%,21.85K,1.17M,19.55%,20.06%,,3.70%,55.66%,1.29M,10.44,-72.10%,-66.79%,-77.29%,-33.53%,-76.99%,-84.31%,,7.01,19.89%,30.19%,-85.68%,21.50%,0.93,1.39,27.88%,31.03,-43.86%,-69.74%,-64.21%,-8.30%,-5.66
2,SLGL,-0.48%,24-Mar,1,Healthcare,135.73M,0.004401507,,0.087762834,0.087762834,0.033187352,3-Hold ,STRONG BUY,,B,Sol-Gel Technologies Ltd.,Biotechnology,Israel,,6.72,"6,933",Today After Market EPS,,9.40%,,4.50%,,2.27,17.86,,7.18,,,7.8,0,,Mar 24/a,,0,,,7.8,,,-52.50%,150.02K,8.80M,0.55%,70.27%,0.00%,13.90%,0.78%,19.60M,0.32,-22.10%,-42.00%,-29.45%,6.21%,-59.62%,1.54%,1.5,0.23,12.88%,16.70%,-66.62%,40.20%,1.18,,2.53%,34.88,-18.96%,-26.88%,-36.66%,-1.27%,-0.48
1,SNX,-5.97%,24-Mar,1,Technology,3.51B,-0.015185929,-0.026216064,0.030161917,0.069166023,0.041800373,3-Hold ,STRONG BUY,,B,SYNNEX Corporation,Information Technology Services,USA,7.64,79.72,"205,621",Today After Market EPS,11.57%,4.65%,16.30%,22.20%,5.14,1,,10.45,0.15,0.66,11.40%,1.6,0.8,2.15%,Mar 24/a,12.20%,0.72,3.40%,2.10%,1.1,4.40%,13.70%,9.40%,398.82K,41.36M,2.02%,0.80%,-24.73%,77.90%,0.49%,47.17M,2.1,-24.02%,-47.51%,-42.38%,-4.25%,-42.23%,-18.55%,1.1,1.43,9.02%,19.42%,-48.47%,51.52%,8.9,1.52,6.16%,31.38,-24.56%,-29.42%,-38.20%,-0.14%,-5.97
0,THMO,-34.70%,24-Mar,1,Healthcare,9.15M,0.123980153,0.003190326,0.002534053,0.002534053,0.00225164,,,,B,"ThermoGenesis Holdings, Inc.",Medical Appliances & Equipment,USA,,5.42,"2,372,300",Today After Market EPS,,105.50%,21.30%,-291.70%,77,1.71,3.27,,0.65,,-9.60%,2,1.18,,Mar 24/a,42.30%,1.18,-72.10%,-90.00%,1.4,-78.40%,-215.30%,-404.30%,64.04K,3.87M,3.91%,15.07%,114.62%,5.10%,38.37%,3.96M,2.36,-56.66%,-51.41%,-12.50%,-3.75%,-47.50%,-25.48%,,102.38,15.14%,28.76%,-29.86%,201.23%,0.44,1.76,56.28%,63.69,53.15%,24.23%,16.27%,36.01%,-34.7
3,TIGR,1.51%,24-Mar,1,Technology,303.36M,0.610122585,,0.005090412,0.003416438,-0.001354338,,HOLD,,D,UP Fintech Holding Limited,Application Software,USA,,2.45,"182,957",Tomorrow Before Market EPS,,,,-475.80%,9.28,1.56,2.04,,6.41,,,1.7,0,,Mar 25/b,90.90%,0,-28.30%,-16.90%,1.7,-2.10%,-5.30%,184.50%,536.28K,57.63M,0.45%,1.45%,0.00%,0.50%,69.03%,130.76M,0.48,-50.32%,-41.41%,-35.20%,-2.52%,-34.65%,-78.56%,3,0.97,7.56%,9.46%,-89.74%,20.69%,0.24,,6.90%,32.27,-18.43%,-39.27%,-28.87%,-1.21%,1.51
